ÅU«ÈID,ÁÊ¶R®É¶¡,ÁÊ¶R°Ó«~,ÁÊ¶R¼Æ¶q,°Ó«~¤p­p,¥D­¹¿ï¾Ü,ªþÀ\¿ï¾Ü,ªþÀ\§N¼ö
a3530022,2020-03-01 03:35:01,¾í¥Ä³½±Æ,2,600,µµ¦Ì,²¢´ö,¼ö
a3530022,2020-03-01 03:35:01,¤û¦×¯»µ·Áç,5,1600,¥Õ¶º,¥¤¯ù,§N
a3530022,2020-03-01 03:35:01,´ÔÆQ³½±Æ,2,600,µµ¦Ì,½¯¶V²ù¾L,§N
a3530022,2020-03-01 03:35:01,Áú°êªwµæ¤gÂû,1,310,¥Õ¶º,½¯¶V²ù¾L,§N
a3530022,2020-10-10 14:15:28,¯}¥¬¤l­W¥Ê»]¦×,3,900,¥Õ¶º,¥©§J¤O,¼ö
a3530022,2020-10-10 14:15:28,»Äµæ¥Õ¦×Áç,5,1500,¥Õ¶º,¬c¤l¯ù,¼ö
a3530022,2020-10-10 14:15:28,¾í¥Ä³½±Æ,4,1200,µµ¦Ì,¬õ¯ù,¼ö
a3530022,2020-10-10 14:15:28,®É³½,1,320,¥Õ¶º,ÂfÂc¥Ä,§N
a3530022,2020-08-29 06:54:32,¯Ü¥ÖÂû»L,3,900,¥Õ¶º,ºñ¯ù,¼ö
a3530022,2020-08-29 06:54:32,¾í¥Ä³½±Æ,2,600,¥Õ¶º,¥¤¯ù,§N
a3530022,2020-01-29 03:17:41,´ÔÆQ³½±Æ,1,300,¥Õ¶º,¥©§J¤O,¼ö
a3530022,2020-01-29 03:17:41,¯}¥¬¤l­W¥Ê»]¦×,3,900,¥Õ¶º,²¢´ö,¼ö
a3530022,2020-01-29 03:17:41,Á¡ÆQ¯NÄJ³½,3,900,¥Õ¶º,ÂfÂc¥Ä,§N
a3530022,2020-05-16 13:48:22,¤û¦×¯»µ·Áç,3,960,¥Õ¶º,²¢´ö,¼ö
a3530022,2020-05-16 13:48:22,®õ¦¡»[­»ª£»¶Âû,4,1200,µµ¦Ì,©@°Ø,§N
a3530022,2020-05-16 13:48:22,Á¡ÆQ¯NÄJ³½,4,1200,¥Õ¶º,ÂfÂc¥Ä,§N
a3530022,2020-01-14 11:04:10,´ÔÆQ³½±Æ,4,1200,µµ¦Ì,¥¤¯ù,§N
a3530022,2020-01-14 11:04:10,¯}¥¬¤l­W¥Ê»]¦×,3,900,µµ¦Ì,©@°Ø,¼ö
a3530022,2020-01-14 11:04:10,¯Ü¥ÖÂû»L,3,900,¥Õ¶º,¬c¤l¯ù,¼ö
a3530022,2020-10-02 23:39:27,¬õÄT½Þ±Æ,2,600,¥Õ¶º,½¯¶V²ù¾L,§N
a3530022,2020-10-02 23:39:27,¾í¥Ä³½±Æ,3,900,¥Õ¶º,¥¤¯ù,§N
a3530022,2020-10-02 23:39:27,Á¡ÆQ¯NÄJ³½,5,1500,µµ¦Ì,²¢´ö,¼ö
a3530022,2020-10-02 23:39:27,¤û¦×¯»µ·Áç,1,320,¥Õ¶º,¥¤¯ù,§N
a3530022,2020-10-02 23:39:27,¯Ü¥ÖÂû»L,2,600,µµ¦Ì,©@°Ø,¼ö
a3530022,2020-09-23 18:52:57,¾í¥Ä³½±Æ,4,1200,µµ¦Ì,½¯¶V²ù¾L,§N
a3530022,2020-09-23 18:52:57,»Äµæ¥Õ¦×Áç,2,600,¥Õ¶º,¥©§J¤O,¼ö
a3530022,2020-09-23 18:52:57,®É³½,3,960,¥Õ¶º,ºñ¯ù,§N
0acf1414,2020-08-26 11:32:27,¯Ü¥ÖÂû»L,3,900,µµ¦Ì,ºñ¯ù,§N
0acf1414,2020-08-26 11:32:27,®õ¦¡»[­»ª£»¶Âû,2,600,¥Õ¶º,¥©§J¤O,¼ö
0acf1414,2020-08-26 11:32:27,»Äµæ¥Õ¦×Áç,1,300,¥Õ¶º,¬c¤l¯ù,¼ö
0acf1414,2020-08-26 11:32:27,Áú°êªwµæ¤gÂû,5,1550,µµ¦Ì,¬c¤l¯ù,¼ö
0acf1414,2020-08-26 11:32:27,´ÔÆQ³½±Æ,3,900,¥Õ¶º,²¢´ö,¼ö
0acf1414,2020-01-03 18:11:48,¤û¦×¯»µ·Áç,1,320,¥Õ¶º,¬õ¯ù,¼ö
0acf1414,2020-01-03 18:11:48,Á¡ÆQ¯NÄJ³½,5,1500,¥Õ¶º,©@°Ø,¼ö
0acf1414,2020-01-03 18:11:48,»Äµæ¥Õ¦×Áç,3,900,µµ¦Ì,¥©§J¤O,¼ö
0acf1414,2020-01-03 18:11:48,¬õÄT½Þ±Æ,2,600,µµ¦Ì,ºñ¯ù,§N
e66aa3df,2020-01-27 09:38:03,¯}¥¬¤l­W¥Ê»]¦×,5,1500,µµ¦Ì,²¢´ö,¼ö
e66aa3df,2020-01-27 09:38:03,¤û¦×¯»µ·Áç,3,960,¥Õ¶º,½¯¶V²ù¾L,§N
e66aa3df,2020-01-27 09:38:03,Áú°êªwµæ¤gÂû,1,310,¥Õ¶º,©@°Ø,¼ö
e66aa3df,2020-01-27 09:38:03,»Äµæ¥Õ¦×Áç,4,1200,¥Õ¶º,½¯¶V²ù¾L,§N
e66aa3df,2020-01-27 09:38:03,Á¡ÆQ¯NÄJ³½,3,900,¥Õ¶º,ÂfÂc¥Ä,§N
e66aa3df,2020-03-16 00:11:21,´ÔÆQ³½±Æ,3,900,µµ¦Ì,½¯¶V²ù¾L,§N
e66aa3df,2020-03-16 00:11:21,®É³½,3,960,µµ¦Ì,¬c¤l¯ù,¼ö
e66aa3df,2020-03-16 00:11:21,Áú°êªwµæ¤gÂû,4,1240,¥Õ¶º,¥¤¯ù,§N
e66aa3df,2020-03-16 00:11:21,¯Ü¥ÖÂû»L,5,1500,µµ¦Ì,²¢´ö,¼ö
e66aa3df,2020-06-13 00:37:05,Á¡ÆQ¯NÄJ³½,1,300,µµ¦Ì,©@°Ø,¼ö
e66aa3df,2020-10-08 14:05:29,§ù¥ò¤û«n,3,900,µµ¦Ì,¬c¤l¯ù,¼ö
e66aa3df,2020-10-08 14:05:29,Á¡ÆQ¯NÄJ³½,2,600,µµ¦Ì,©@°Ø,¼ö
e66aa3df,2020-10-08 14:05:29,¾í¥Ä³½±Æ,1,300,µµ¦Ì,½¯¶V²ù¾L,§N
e66aa3df,2020-10-08 14:05:29,¤û¦×¯»µ·Áç,5,1600,¥Õ¶º,²¢´ö,¼ö
e66aa3df,2020-10-08 14:05:29,®õ¦¡»[­»ª£»¶Âû,2,600,µµ¦Ì,¥©§J¤O,¼ö
e66aa3df,2020-01-13 14:46:39,®õ¦¡»[­»ª£»¶Âû,2,600,µµ¦Ì,¥¤¯ù,¼ö
e66aa3df,2020-05-26 03:11:03,¾í¥Ä³½±Æ,3,900,µµ¦Ì,ÂfÂc¥Ä,§N
e66aa3df,2020-05-26 03:11:03,§ù¥ò¤û«n,4,1200,µµ¦Ì,½¯¶V²ù¾L,§N
e66aa3df,2020-05-26 03:11:03,®É³½,3,960,¥Õ¶º,²¢´ö,¼ö
e66aa3df,2020-05-26 03:11:03,¤û¦×¯»µ·Áç,5,1600,µµ¦Ì,¥¤¯ù,¼ö
e66aa3df,2020-05-26 03:11:03,¯Ü¥ÖÂû»L,2,600,¥Õ¶º,²¢´ö,¼ö
e66aa3df,2020-07-26 20:45:06,§ù¥ò¤û«n,2,600,µµ¦Ì,²¢´ö,¼ö
e66aa3df,2020-07-26 20:45:06,¬õÄT½Þ±Æ,5,1500,¥Õ¶º,¬õ¯ù,¼ö
e66aa3df,2020-07-26 20:45:06,¤û¦×¯»µ·Áç,5,1600,µµ¦Ì,¥¤¯ù,¼ö
e66aa3df,2020-07-26 20:45:06,®õ¦¡»[­»ª£»¶Âû,3,900,µµ¦Ì,ÂfÂc¥Ä,§N
e66aa3df,2020-07-26 20:45:06,¯}¥¬¤l­W¥Ê»]¦×,2,600,µµ¦Ì,©@°Ø,§N
e66aa3df,2020-06-14 21:58:38,¬õÄT½Þ±Æ,3,900,µµ¦Ì,²¢´ö,¼ö
e66aa3df,2020-06-14 21:58:38,Áú°êªwµæ¤gÂû,3,930,¥Õ¶º,¥¤¯ù,¼ö
2aa3eeab,2020-01-22 05:48:39,§ù¥ò¤û«n,3,900,¥Õ¶º,¬c¤l¯ù,¼ö
2aa3eeab,2020-01-22 05:48:39,»Äµæ¥Õ¦×Áç,2,600,µµ¦Ì,©@°Ø,§N
2aa3eeab,2020-04-25 20:23:48,´ÔÆQ³½±Æ,4,1200,µµ¦Ì,©@°Ø,¼ö
2aa3eeab,2020-04-25 20:23:48,Á¡ÆQ¯NÄJ³½,4,1200,¥Õ¶º,½¯¶V²ù¾L,§N
2aa3eeab,2020-06-08 08:32:24,®õ¦¡»[­»ª£»¶Âû,3,900,¥Õ¶º,¬õ¯ù,¼ö
2aa3eeab,2020-02-27 02:59:00,¬õÄT½Þ±Æ,4,1200,¥Õ¶º,ºñ¯ù,¼ö
2aa3eeab,2020-02-27 02:59:00,´ÔÆQ³½±Æ,1,300,¥Õ¶º,ÂfÂc¥Ä,§N
2aa3eeab,2020-02-27 02:59:00,¯}¥¬¤l­W¥Ê»]¦×,3,900,µµ¦Ì,½¯¶V²ù¾L,§N
2aa3eeab,2020-02-27 02:59:00,Á¡ÆQ¯NÄJ³½,1,300,µµ¦Ì,¬c¤l¯ù,¼ö
2aa3eeab,2020-09-05 13:44:13,¯Ü¥ÖÂû»L,4,1200,µµ¦Ì,²¢´ö,¼ö
2aa3eeab,2020-09-05 13:44:13,¯}¥¬¤l­W¥Ê»]¦×,1,300,µµ¦Ì,¬c¤l¯ù,¼ö
2aa3eeab,2020-09-05 13:44:13,Áú°êªwµæ¤gÂû,1,310,¥Õ¶º,¬õ¯ù,§N
2aa3eeab,2020-01-31 20:34:43,¾í¥Ä³½±Æ,4,1200,µµ¦Ì,ºñ¯ù,¼ö
2aa3eeab,2020-01-31 20:34:43,¬õÄT½Þ±Æ,1,300,¥Õ¶º,¥¤¯ù,§N
2aa3eeab,2020-01-31 20:34:43,¤û¦×¯»µ·Áç,5,1600,µµ¦Ì,½¯¶V²ù¾L,§N
2aa3eeab,2020-01-31 20:34:43,®õ¦¡»[­»ª£»¶Âû,5,1500,¥Õ¶º,½¯¶V²ù¾L,§N
2aa3eeab,2020-01-31 20:34:43,®É³½,5,1600,¥Õ¶º,ÂfÂc¥Ä,§N
2aa3eeab,2020-02-01 12:21:31,Áú°êªwµæ¤gÂû,2,620,µµ¦Ì,¥¤¯ù,¼ö
2aa3eeab,2020-02-01 12:21:31,®õ¦¡»[­»ª£»¶Âû,4,1200,¥Õ¶º,²¢´ö,¼ö
2aa3eeab,2020-02-01 12:21:31,Á¡ÆQ¯NÄJ³½,5,1500,¥Õ¶º,¥©§J¤O,¼ö
2aa3eeab,2020-02-01 12:21:31,¾í¥Ä³½±Æ,2,600,µµ¦Ì,²¢´ö,¼ö
2aa3eeab,2020-09-30 07:27:58,»Äµæ¥Õ¦×Áç,1,300,¥Õ¶º,¬c¤l¯ù,¼ö
2aa3eeab,2020-09-30 07:27:58,¯Ü¥ÖÂû»L,2,600,µµ¦Ì,©@°Ø,§N
2aa3eeab,2020-09-30 07:27:58,§ù¥ò¤û«n,3,900,µµ¦Ì,¬õ¯ù,§N
2aa3eeab,2020-03-14 18:21:00,Á¡ÆQ¯NÄJ³½,2,600,µµ¦Ì,¥©§J¤O,¼ö
2aa3eeab,2020-03-14 18:21:00,®É³½,2,640,¥Õ¶º,¬c¤l¯ù,¼ö
2aa3eeab,2020-03-14 18:21:00,®õ¦¡»[­»ª£»¶Âû,5,1500,¥Õ¶º,½¯¶V²ù¾L,§N
2aa3eeab,2020-03-14 18:21:00,»Äµæ¥Õ¦×Áç,2,600,µµ¦Ì,ÂfÂc¥Ä,§N
2aa3eeab,2020-03-14 18:21:00,¾í¥Ä³½±Æ,5,1500,¥Õ¶º,¥©§J¤O,¼ö
7f7a348b,2020-10-03 11:23:31,®É³½,2,640,¥Õ¶º,¥©§J¤O,¼ö
7f7a348b,2020-10-03 11:23:31,Áú°êªwµæ¤gÂû,5,1550,¥Õ¶º,¬c¤l¯ù,¼ö
7f7a348b,2020-08-31 03:23:01,§ù¥ò¤û«n,4,1200,µµ¦Ì,¬c¤l¯ù,¼ö
7f7a348b,2020-12-03 04:40:58,Áú°êªwµæ¤gÂû,5,1550,¥Õ¶º,©@°Ø,¼ö
7f7a348b,2020-12-16 11:12:28,Á¡ÆQ¯NÄJ³½,2,600,µµ¦Ì,¬c¤l¯ù,¼ö
7f7a348b,2020-12-16 11:12:28,¯Ü¥ÖÂû»L,3,900,¥Õ¶º,¬õ¯ù,§N
7f7a348b,2020-12-16 11:12:28,¬õÄT½Þ±Æ,4,1200,µµ¦Ì,¥©§J¤O,¼ö
7f7a348b,2020-12-16 11:12:28,¯}¥¬¤l­W¥Ê»]¦×,1,300,¥Õ¶º,ºñ¯ù,§N
7f7a348b,2020-11-01 04:56:51,´ÔÆQ³½±Æ,5,1500,µµ¦Ì,²¢´ö,¼ö
7f7a348b,2020-11-01 04:56:51,¾í¥Ä³½±Æ,2,600,¥Õ¶º,½¯¶V²ù¾L,§N
7f7a348b,2020-11-01 04:56:51,®É³½,4,1280,µµ¦Ì,¥©§J¤O,¼ö
7f7a348b,2020-11-01 04:56:51,¯}¥¬¤l­W¥Ê»]¦×,1,300,¥Õ¶º,ºñ¯ù,¼ö
7f7a348b,2020-05-04 03:20:24,¯Ü¥ÖÂû»L,4,1200,µµ¦Ì,ºñ¯ù,¼ö
7f7a348b,2020-08-01 13:03:06,¤û¦×¯»µ·Áç,3,960,¥Õ¶º,ºñ¯ù,§N
7f7a348b,2020-08-01 13:03:06,¬õÄT½Þ±Æ,4,1200,¥Õ¶º,ÂfÂc¥Ä,§N
7f7a348b,2020-08-01 13:03:06,»Äµæ¥Õ¦×Áç,3,900,µµ¦Ì,©@°Ø,§N
7f7a348b,2020-08-01 13:03:06,§ù¥ò¤û«n,2,600,µµ¦Ì,¬õ¯ù,§N
7f7a348b,2020-08-01 13:03:06,¯}¥¬¤l­W¥Ê»]¦×,3,900,¥Õ¶º,ºñ¯ù,§N
7f7a348b,2020-03-26 04:08:11,®É³½,5,1600,¥Õ¶º,¥©§J¤O,¼ö
7f7a348b,2020-03-26 04:08:11,¤û¦×¯»µ·Áç,2,640,¥Õ¶º,²¢´ö,¼ö
7f7a348b,2020-03-26 04:08:11,´ÔÆQ³½±Æ,1,300,¥Õ¶º,ºñ¯ù,¼ö
7f7a348b,2020-03-26 04:08:11,»Äµæ¥Õ¦×Áç,4,1200,µµ¦Ì,²¢´ö,¼ö
7f7a348b,2020-03-26 04:08:11,Á¡ÆQ¯NÄJ³½,5,1500,¥Õ¶º,©@°Ø,¼ö
7f7a348b,2020-02-19 14:01:45,¾í¥Ä³½±Æ,2,600,¥Õ¶º,²¢´ö,¼ö
7f7a348b,2020-02-19 14:01:45,´ÔÆQ³½±Æ,5,1500,¥Õ¶º,ÂfÂc¥Ä,§N
7f7a348b,2020-02-19 14:01:45,®É³½,3,960,¥Õ¶º,¥¤¯ù,§N
7f7a348b,2020-02-19 14:01:45,¬õÄT½Þ±Æ,3,900,¥Õ¶º,¬õ¯ù,¼ö
7f7a348b,2020-03-13 16:58:22,¯}¥¬¤l­W¥Ê»]¦×,4,1200,¥Õ¶º,ºñ¯ù,§N
7f7a348b,2020-03-13 16:58:22,¬õÄT½Þ±Æ,5,1500,µµ¦Ì,½¯¶V²ù¾L,§N
d4405a91,2020-03-03 22:32:07,®É³½,4,1280,µµ¦Ì,½¯¶V²ù¾L,§N
d4405a91,2020-03-03 22:32:07,®õ¦¡»[­»ª£»¶Âû,4,1200,¥Õ¶º,©@°Ø,¼ö
d4405a91,2020-03-03 22:32:07,§ù¥ò¤û«n,3,900,¥Õ¶º,¥©§J¤O,¼ö
d4405a91,2020-03-03 22:32:07,¬õÄT½Þ±Æ,5,1500,¥Õ¶º,ºñ¯ù,¼ö
d4405a91,2020-07-26 10:10:12,Áú°êªwµæ¤gÂû,5,1550,µµ¦Ì,©@°Ø,¼ö
d4405a91,2020-07-26 10:10:12,¾í¥Ä³½±Æ,1,300,µµ¦Ì,ÂfÂc¥Ä,§N
d4405a91,2020-05-06 00:41:34,¯}¥¬¤l­W¥Ê»]¦×,1,300,¥Õ¶º,¥¤¯ù,¼ö
d4405a91,2020-05-06 00:41:34,Á¡ÆQ¯NÄJ³½,3,900,¥Õ¶º,¬õ¯ù,§N
d4405a91,2020-05-06 00:41:34,´ÔÆQ³½±Æ,1,300,¥Õ¶º,ºñ¯ù,¼ö
d4405a91,2020-05-06 00:41:34,»Äµæ¥Õ¦×Áç,1,300,µµ¦Ì,¬c¤l¯ù,¼ö
d4405a91,2020-05-06 00:41:34,§ù¥ò¤û«n,3,900,µµ¦Ì,¬c¤l¯ù,¼ö
d4405a91,2020-12-07 02:45:45,¯Ü¥ÖÂû»L,4,1200,¥Õ¶º,ºñ¯ù,¼ö
d4405a91,2020-12-07 02:45:45,¬õÄT½Þ±Æ,5,1500,µµ¦Ì,ºñ¯ù,§N
d4405a91,2020-12-07 02:45:45,®É³½,4,1280,µµ¦Ì,½¯¶V²ù¾L,§N
d4405a91,2020-07-08 11:43:37,¾í¥Ä³½±Æ,4,1200,µµ¦Ì,ÂfÂc¥Ä,§N
d4405a91,2020-07-08 11:43:37,¬õÄT½Þ±Æ,1,300,µµ¦Ì,²¢´ö,¼ö
d4405a91,2020-03-06 14:58:49,Á¡ÆQ¯NÄJ³½,4,1200,µµ¦Ì,¥©§J¤O,¼ö
d4405a91,2020-03-06 14:58:49,¤û¦×¯»µ·Áç,5,1600,¥Õ¶º,¬õ¯ù,§N
d4405a91,2020-03-06 14:58:49,Áú°êªwµæ¤gÂû,5,1550,µµ¦Ì,¥©§J¤O,¼ö
d4405a91,2020-03-06 14:58:49,§ù¥ò¤û«n,2,600,µµ¦Ì,²¢´ö,¼ö
a05de2c8,2020-09-20 18:04:33,´ÔÆQ³½±Æ,5,1500,¥Õ¶º,ÂfÂc¥Ä,§N
a05de2c8,2020-09-20 18:04:33,¤û¦×¯»µ·Áç,2,640,¥Õ¶º,ÂfÂc¥Ä,§N
a05de2c8,2020-09-20 18:04:33,®õ¦¡»[­»ª£»¶Âû,5,1500,¥Õ¶º,ºñ¯ù,¼ö
a05de2c8,2020-11-03 12:30:11,§ù¥ò¤û«n,3,900,¥Õ¶º,²¢´ö,¼ö
a05de2c8,2020-11-03 12:30:11,¤û¦×¯»µ·Áç,2,640,¥Õ¶º,½¯¶V²ù¾L,§N
a05de2c8,2020-11-03 12:30:11,¯Ü¥ÖÂû»L,2,600,µµ¦Ì,©@°Ø,¼ö
a05de2c8,2020-11-03 12:30:11,¾í¥Ä³½±Æ,5,1500,µµ¦Ì,¥©§J¤O,¼ö
a05de2c8,2020-11-03 12:30:11,®õ¦¡»[­»ª£»¶Âû,2,600,µµ¦Ì,©@°Ø,§N
a05de2c8,2020-03-25 03:24:20,¾í¥Ä³½±Æ,3,900,¥Õ¶º,¥¤¯ù,§N
a05de2c8,2020-03-25 03:24:20,§ù¥ò¤û«n,1,300,µµ¦Ì,ÂfÂc¥Ä,§N
a05de2c8,2020-03-25 03:24:20,¯}¥¬¤l­W¥Ê»]¦×,5,1500,µµ¦Ì,©@°Ø,§N
a05de2c8,2020-03-25 03:24:20,¤û¦×¯»µ·Áç,1,320,¥Õ¶º,²¢´ö,¼ö
a05de2c8,2020-03-25 03:24:20,Á¡ÆQ¯NÄJ³½,1,300,µµ¦Ì,©@°Ø,¼ö
a05de2c8,2020-07-20 03:45:29,¬õÄT½Þ±Æ,2,600,µµ¦Ì,ºñ¯ù,¼ö
a05de2c8,2020-07-20 03:45:29,Á¡ÆQ¯NÄJ³½,4,1200,µµ¦Ì,¥¤¯ù,§N
a05de2c8,2020-07-20 03:45:29,´ÔÆQ³½±Æ,3,900,¥Õ¶º,©@°Ø,§N
a05de2c8,2020-07-20 03:45:29,§ù¥ò¤û«n,5,1500,¥Õ¶º,¥¤¯ù,¼ö
a05de2c8,2020-07-20 03:45:29,®É³½,2,640,µµ¦Ì,²¢´ö,¼ö
a05de2c8,2020-02-22 18:08:46,´ÔÆQ³½±Æ,2,600,¥Õ¶º,²¢´ö,¼ö
a05de2c8,2020-02-22 18:08:46,Áú°êªwµæ¤gÂû,4,1240,¥Õ¶º,²¢´ö,¼ö
a05de2c8,2020-02-22 18:08:46,¯}¥¬¤l­W¥Ê»]¦×,3,900,µµ¦Ì,¬õ¯ù,§N
600050c0,2020-01-03 02:22:09,¯}¥¬¤l­W¥Ê»]¦×,3,900,¥Õ¶º,¬c¤l¯ù,¼ö
600050c0,2020-01-03 02:22:09,Á¡ÆQ¯NÄJ³½,1,300,¥Õ¶º,ºñ¯ù,¼ö
600050c0,2020-11-17 03:07:31,§ù¥ò¤û«n,1,300,µµ¦Ì,ºñ¯ù,§N
600050c0,2020-11-17 03:07:31,®õ¦¡»[­»ª£»¶Âû,4,1200,¥Õ¶º,¬c¤l¯ù,¼ö
600050c0,2020-11-17 03:07:31,®É³½,4,1280,µµ¦Ì,¥¤¯ù,¼ö
600050c0,2020-11-17 03:07:31,¤û¦×¯»µ·Áç,5,1600,¥Õ¶º,¬õ¯ù,¼ö
600050c0,2020-11-17 03:07:31,»Äµæ¥Õ¦×Áç,1,300,¥Õ¶º,¥©§J¤O,¼ö
600050c0,2020-06-30 16:13:18,¯Ü¥ÖÂû»L,4,1200,µµ¦Ì,¥¤¯ù,§N
600050c0,2020-06-30 16:13:18,§ù¥ò¤û«n,5,1500,¥Õ¶º,©@°Ø,§N
600050c0,2020-06-30 16:13:18,®É³½,5,1600,µµ¦Ì,²¢´ö,¼ö
e716dbd0,2020-09-09 10:39:32,¯}¥¬¤l­W¥Ê»]¦×,4,1200,µµ¦Ì,¬õ¯ù,§N
e716dbd0,2020-09-09 10:39:32,Á¡ÆQ¯NÄJ³½,3,900,¥Õ¶º,©@°Ø,§N
e716dbd0,2020-09-09 10:39:32,´ÔÆQ³½±Æ,5,1500,µµ¦Ì,¬c¤l¯ù,¼ö
e716dbd0,2020-09-12 04:30:01,Á¡ÆQ¯NÄJ³½,2,600,¥Õ¶º,©@°Ø,¼ö
e716dbd0,2020-09-12 04:30:01,¤û¦×¯»µ·Áç,5,1600,µµ¦Ì,¥¤¯ù,§N
e716dbd0,2020-06-20 08:30:21,Á¡ÆQ¯NÄJ³½,5,1500,µµ¦Ì,ºñ¯ù,¼ö
e716dbd0,2020-06-20 08:30:21,®É³½,5,1600,¥Õ¶º,¥©§J¤O,¼ö
e716dbd0,2020-06-20 08:30:21,´ÔÆQ³½±Æ,5,1500,µµ¦Ì,¥¤¯ù,¼ö
e716dbd0,2020-05-19 17:22:33,¬õÄT½Þ±Æ,3,900,¥Õ¶º,¥¤¯ù,§N
e716dbd0,2020-05-19 17:22:33,»Äµæ¥Õ¦×Áç,2,600,µµ¦Ì,ºñ¯ù,¼ö
